,lat,lng,name,biz_id,address,type_class,type_name,type_custom,hours
159,55.736493,37.712884,Monkey Dance Studio,198855331500,"Россия, Москва, Смирновская улица, 25, стр. 10",playground,"Спортплощадка, воркаут",sport,"ежедневно, 09:00–21:00"
160,55.718334,37.606784,Шаболовский,176090063696,"Россия, Москва, улица Шаболовка, 34, стр. 3",malls,Торговый центр,malls,"ежедневно, 09:00–22:00"
161,55.74674,37.626241,Бизнес инкубатор Зевс,1263223706,"Россия, Москва, улица Балчуг, 7",college,Бизнес-школа,business,"ежедневно, круглосуточно"
162,55.693099,37.622094,Ламаджо,26683307937,"Россия, Москва, Варшавское шоссе, 29",cafe,Кафе,cafe,"ежедневно, 11:00–23:00"
163,55.731794,37.611679,Pancho Villa,1372654778,"Россия, Москва, улица Большая Якиманка, 52, стр. 1",restaurants,Ресторан,cafe,пн-ср 11:00–23:00; чт-сб 11:00–05:00; вс 11:00–23:00
164,55.743253,37.562724,Nail Sunny,9087584003,"Россия, Москва, Киевская улица, 2",spa,Ногтевая студия,beauty,"ежедневно, 10:00–22:00"
165,55.730696,37.628371,Мейджик Бьюти,54592605719,"Россия, Москва, Валовая улица, 26",spa,Косметология,beauty,"ежедневно, 10:00–22:00"
166,55.715235,37.620531,Тылегенда,96224323013,"Россия, Москва, Мытная улица, 27",hairdressers,Барбершоп,beauty,"ежедневно, 11:00–22:00"
167,55.675958,37.506237,Реглет Копицентр,42214864790,"Россия, Москва, проспект Вернадского, 39А",printing services,Копировальный центр,services,"ежедневно, 08:00–21:00"
168,55.694256,37.591261,Предметная и рекламная фотостудия Advphoto,1062551302,"Россия, Москва, улица Карьер, 2А, стр. 1",fallback services,Фотостудия,services,пн-пт 10:00–20:00
169,55.675992,37.536895,Kitchen,19314786441,"Россия, Москва, улица Гарибальди, 6, корп. 1",cafe,Кафе,cafe,"ежедневно, 09:00–22:00"
170,55.738358,37.661563,Планета Недвижимости,212238317805,"Россия, Москва, Марксистская улица, 3, стр. 1",office service,Агентство недвижимости,services,"пн-пт 10:00–20:00; сб,вс 10:00–16:00"
171,55.727606,37.58109,Му-Му,1120046349,"Россия, Москва, Комсомольский проспект, 26",cafe,Кафе,cafe,пн-пт 08:00–23:00; сб 10:00–23:00; вс 10:00–22:00
172,55.749511,37.537083,Эффективные Бизнес Решения,18700321530,"Россия, Москва, Пресненская набережная, 12",office service,Бизнес-консалтинг,business,пн-пт 09:00–19:00
173,55.688673,37.540509,Baro,200427080338,"Россия, Москва, Ломоносовский проспект, 15",spa,Салон красоты,beauty,пн-сб 10:00–21:00
174,55.705564,37.634012,Тандыр House,46783597861,"Россия, Москва, Автозаводская улица, 24",cafe,Кафе,cafe,"ежедневно, 10:00–00:00"
175,55.694472,37.674014,#Farш,220974149954,"Россия, Москва, проспект Андропова, 1",restaurants,Ресторан,cafe,"ежедневно, 10:00–22:00"
176,55.704296,37.614587,Beauty Salone Art of Paradise,39793596558,"Россия, Москва, Духовской переулок, 17, стр. 10",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
177,55.695347,37.546255,White Fox Cafe,216289690995,"Россия, Москва, Молодёжная улица, 6",cafe,Кафе,cafe,"ежедневно, 09:00–21:00"
178,55.682671,37.625343,Справедливая медицина,3737088905,"Россия, Москва, Нагатинская улица, 1, стр. 1",office service,Экспертиза,medicine,пн-пт 10:00–19:00
179,55.66114,37.508409,Maison de beaute,46418825060,"Россия, Москва, Ленинский проспект, 111, корп. 1",spa,Салон красоты,beauty,"ежедневно, 08:00–22:00"
180,55.723328,37.621211,Фотограф SD-Studio,1192292217,"Москва, ул. Люсиновская, 36",fallback services,Студия графического дизайна,services,"ежедневно, 09:00–23:00"
181,55.742163,37.504114,Горбушкин Двор,1218481775,"Россия, Москва, Багратионовский проезд, 7, корп. 3",malls,Торговый центр,malls,"ежедневно, 10:00–21:00"
182,55.679212,37.559652,Interoptika,133743919281,"Россия, Москва, Нахимовский проспект, 63",cafe,Кафе,cafe,"ежедневно, 09:00–21:00"
183,55.685551,37.583781,Naturel Studio Академическая,1207663622,"Россия, Москва, Новочерёмушкинская улица, 13",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
184,55.690973,37.658689,Дватренера,85016752911,"Россия, Москва, Автозаводская улица, 23с931к5",fitness,Фитнес-клуб,sport,"пн-пт 08:00–22:00; сб,вс 09:00–18:00"
185,55.726184,37.608035,Студия красоты Татьяны Лялиной,175560471139,"Россия, Москва, Ленинский проспект, 3",spa,Салон красоты,beauty,пн-пт 10:00–00:00; сб круглосуточно; вс 10:00–00:00
186,55.743137,37.630598,Нотариус Файзулина Д. Ш.,101650398418,"Россия, Москва, Пятницкий переулок, 3, стр. 3",office service,Нотариусы,services,пн-пт 10:00–19:00
187,55.669724,37.512465,Рынок на Ленинском,187690249349,"Россия, Москва, Ленинский проспект, 108с1",supermarket,Рынок,cafe,"ежедневно, 09:00–23:00"
188,55.74549,37.627739,Fifochka NailArt,99461442893,"Россия, Москва, Пятницкая улица, 3/4с2",spa,Салон красоты,beauty,"ежедневно, 10:00–21:00"
189,55.681373,37.674718,Дом быта,197877911474,"Россия, Москва, Судостроительная улица, 17",fallback services,Ремонт обуви,services,"ежедневно, 10:00–21:00"
190,55.714884,37.752041,Секция косики каратэ,1835947851,"Россия, Москва, улица Васильцовский Стан, 6",fitness,"Спортивный клуб, секция",sport,пн 18:00–22:00; вт 16:00–22:00; ср 18:00–20:00; чт 16:00–22:00; вс 10:00–16:00
191,55.749399,37.537204,Rbs Rights Business Standard,146177673351,"Россия, Москва, Пресненская набережная, 12",office service,Бизнес-консалтинг,business,"ежедневно, 09:00–21:00"
192,55.701227,37.740938,Общественная организация спортивной направленности Школьный спортивный клуб Бадминтоник города Москвы,1393404252,"Россия, Москва, 1-я улица Текстильщиков, 16",fitness,"Спортивный клуб, секция",sport,"ежедневно, 08:00–21:00"
193,55.731597,37.624361,Brasserie Lambic,1770249382,"Россия, Москва, Пятницкая улица, 74, стр. 3",restaurants,Ресторан,cafe,"ежедневно, 12:00–00:00"
194,55.714229,37.626637,Гемма-данс,63601064159,"Россия, Москва, Павловская улица, 8А, корп. 1",college,Школа танцев,sport,вт-пт 13:30–22:00
195,55.721787,37.50822,Jarnsida,4174287615,"Россия, Москва, улица Довженко, 12, корп. 3",fitness,"Спортивный клуб, секция",sport,вс 12:00–16:00
196,55.731759,37.686437,Sтанция 2025,233049848105,"Россия, Москва, Михайловский проезд, 1, стр. 1",attraction,Развлекательный центр,entertainment,"пн-пт 13:00–22:00; сб,вс 11:00–22:00"
197,55.682651,37.661913,EMS & dance,1713861261,"Россия, Москва, проспект Андропова, 22",fitness,Фитнес-клуб,sport,"ежедневно, 09:00–21:00"
198,55.737645,37.635288,Black Nail,43377785496,"Россия, Москва, Большая Татарская улица, 35, стр. 3",spa,Салон красоты,beauty,"ежедневно, 10:00–22:00"
199,55.752053,37.595926,Спринта,1126472364,"Россия, Москва, улица Новый Арбат, 11",printing services,Полиграфические услуги,services,пн-пт 09:00–20:00
200,55.674036,37.581598,Слфк Ласточка,69252392617,"Россия, Москва, улица Кржижановского, 31",sportcenter,Спортивная школа,sport,"ср,сб,вс 11:00–18:00"
